basin,tier,log_resid_var,signed_coverage_error
03473000,humid,0.1040098741650581,0.09706630158419716
03479000,humid,0.0838343873620033,0.09706630158419716
03488000,humid,0.1109421029686927,0.09178564443575199
03498500,humid,0.0872340276837349,0.0992176804224526
03500000,humid,0.0487422943115234,0.09999999999999998
03500240,humid,0.0709613338112831,0.09863094073929202
03504000,humid,0.0605309754610061,0.09823978095051822
03574500,humid,0.7142732739448547,-0.22192450616076664
03592718,humid,0.2693457901477813,0.07496189854125834
03604000,humid,0.1570244580507278,0.0956972423234892
04015330,humid,2.4820449352264404,-0.04433796205750051
04024430,humid,0.1732451766729354,0.07926853119499322
04027000,humid,0.2571293413639068,0.09647956190103657
04040500,humid,0.1409773826599121,0.07574809309602959
04043050,semi_arid,0.2774375379085541,0.08728730686485442
04045500,semi_arid,0.0671355053782463,0.09999999999999998
04056500,humid,0.0485285334289073,0.09999999999999998
04057510,humid,0.0754444897174835,0.09608840211226277
04057800,humid,0.1555726081132888,0.08650498728730682
04059500,semi_arid,0.1985555738210678,0.03487189516917655
04063700,humid,0.0830800831317901,0.09550166242910241
04074950,humid,0.0420929566025733,0.09999999999999998
04105700,humid,0.0252716057002544,0.09999999999999998
04115265,humid,0.0874243974685669,0.09608840211226277
04122200,humid,0.0263112001121044,0.09999999999999998
04122500,humid,0.0235144514590501,0.09999999999999998
04124000,semi_arid,0.0111175943166017,0.09999999999999998
04127918,humid,0.1019695326685905,0.0970619658119658
04127997,semi_arid,0.0140085145831108,0.09999999999999998
04161580,humid,0.2227405905723571,0.08727160747279816
04185000,humid,0.3254907727241516,0.08161548992763556
04196800,humid,0.8713245987892151,-0.09910033248582051
04197100,humid,0.5490148663520813,0.00905534911011141
04197170,humid,2.961649179458618,-0.019839932603201382
04213000,humid,2.003974199295044,0.0642088793272052
04213075,humid,6.154943466186523,-0.15464502249168788
04216418,humid,0.2186330407857895,0.08982984549188355
04221000,humid,0.1598562747240066,0.09589282221787598
04224775,humid,0.2916917204856872,0.08885194601994917
04233000,humid,0.2371196895837783,0.08950490531599353
04256000,humid,0.1049635633826255,0.09726188147858394
04296000,humid,0.1227276548743248,0.09745746137297073
05056000,dry,0.5554904937744141,-0.11533346371992959
05057000,semi_arid,0.5908942818641663,-0.07504400547623702
05057200,semi_arid,2.3324990272521973,-0.03944846469782903
05062500,semi_arid,0.3203906714916229,0.035237722559186
05087500,semi_arid,2.3703930377960205,-0.06702522980637593
05120500,dry,1.2761768102645874,-0.0801290827302954
05123400,semi_arid,0.8720384836196899,-0.21292783101897128
05129115,humid,0.1642769277095794,-0.0018971249755525
05131500,humid,0.2250730991363525,0.07007627615881074
05291000,semi_arid,0.8365232944488525,0.032329356542147414
05362000,humid,0.1737862527370453,0.06440445922159199
05393500,humid,0.1483525484800338,0.08141991003324855
05399500,humid,1.714362382888794,-0.03162526892235484
05408000,humid,0.0897914245724678,0.09980442010561319
05412500,humid,0.1239389702677726,0.09432818306278112
05413500,humid,0.183628499507904,0.09139448464697841
05414000,humid,0.1352546066045761,0.08826520633678858
05444000,humid,0.1749956160783767,0.08435360844905138
05454000,humid,0.9135355353355408,-0.020086055153530236
05458000,humid,0.3223998546600342,0.06499119890475258
05466500,humid,0.2990056872367859,0.08239780950518283
05487980,humid,0.5645857453346252,-0.11572462350870327
05488200,humid,1.6417419910430908,-0.17205163309211813
05489000,humid,0.7935193181037903,-0.10966164678271073
05495000,humid,0.5003172755241394,-0.05607275572071191
05495500,humid,2.726696729660034,-0.15288480344220612
05501000,humid,1.8286503553390503,-0.11220418540973986
05503800,humid,3.0077836513519287,-0.5397418345394094
05507600,semi_arid,16.496620178222656,-0.37780168198709174
05508805,humid,2.5707664489746094,-0.2320946606688833
05514500,humid,0.5263862609863281,-0.15581850185800905
05525500,humid,1.9766477346420288,0.01883434382945437
05556500,humid,0.6786714196205139,-0.07621748484255819
05584500,humid,0.4080385267734527,0.011011148053979958
05585000,humid,0.3124440312385559,0.02020340309016233
05591550,humid,1.6490285396575928,-0.15092900449833757
05592050,humid,7.0927510261535645,-0.1225699198122433
05592575,humid,9.681832313537598,-0.2849012321533346
05593575,humid,10.337696075439451,-0.2741443379620575
05593900,humid,5.944309234619141,-0.28059847447682384
05595730,humid,8.120569229125977,-0.3216702522980638
06037500,snow,0.0204903706908226,0.09999999999999998
06043500,snow,0.0434741638600826,0.09999999999999998
06154410,dry,0.1691855788230896,0.08783084879829639
06188000,snow,0.2119567394256591,0.08063759045570118
06191500,snow,0.158306747674942,0.09999999999999998
06221400,snow,0.2160892784595489,0.07692157246235076
06224000,snow,0.19352388381958,0.0992176804224526
06278300,snow,0.3185011148452759,0.06675141795423434
06280300,snow,0.3198806345462799,0.09902210052806559
06289000,snow,0.0290267765522003,0.09999999999999998
06291500,snow,0.1023754104971885,0.090264679038637
06311000,snow,0.1330298632383346,0.07809505182867194
06332515,dry,7.611585140228271,-0.40733424603950724
06339100,dry,6.822066307067871,-0.1693135145707022
06339500,dry,6.921278476715088,-0.10457656952865246
06344600,dry,13.369437217712402,-0.24598083317035013
06350000,dry,9.549381256103516,-0.1728339526696656
06352000,dry,6.941566467285156,-0.1648151769998044
06353000,dry,1.8740860223770144,-0.10848816741638967
06354000,dry,3.6954402923583984,-0.029669469978486185
06360500,dry,1.7852773666381836,-0.05587717582632512
06404000,dry,0.8835263252258301,-0.00033248582045763975
06406000,dry,0.5709889531135559,0.04113045178955599
06408700,semi_arid,0.1321564614772796,0.09999999999999998
06409000,dry,0.1624210178852081,0.0988265206336788
06431500,semi_arid,0.1387591212987899,0.09706630158419716
06440200,dry,3.088474035263061,-0.20295325640524153
06441500,dry,12.480963706970217,-0.3590260121259534
06447000,dry,0.3712294399738312,-0.050400938783493054
06447500,dry,0.1964236944913864,0.09432818306278112
06450500,dry,0.130032330751419,0.09628398200664956
06452000,dry,1.926612138748169,0.038783493056913754
06453600,semi_arid,0.3557088077068329,-0.06722080970076283
06464500,dry,0.1921405494213104,0.0949149227459416
06468170,dry,1.8839614391326904,-0.14740856639937416
06468250,dry,2.2475030422210693,-0.17244279288089182
06470800,semi_arid,3.4918081760406494,-0.13626051241932335
06477500,semi_arid,4.1111273765563965,-0.16070799921768042
06479215,semi_arid,1.1349319219589231,-0.31560727557207124
06479438,semi_arid,1.3712749481201172,-0.07915118325836101
06601000,semi_arid,0.2800498902797699,0.08435360844905138
06614800,snow,0.145742729306221,0.08670056718169361
06622700,snow,0.1862852722406387,0.09217680422452557
06623800,snow,0.1046745330095291,0.0949149227459416
06632400,snow,0.199123352766037,0.09061216506943082
06746095,snow,0.3454198837280273,0.038392333268139955
06784000,semi_arid,0.0930384993553161,0.09295912380207316
06803510,semi_arid,1.306092381477356,-0.01460981811069828
06803530,semi_arid,0.9439700841903688,0.02998239780950518
06814000,semi_arid,0.860383927822113,-0.17146489340895754
06847900,dry,5.866714477539063,-0.06330921181302562
