tier,mean_width,mean_log_width
humid,1.8535541848547477,1.3645627969238778
humid,1.694929007511479,1.2982896936515669
humid,2.1989820765616632,1.780453594200023
humid,4.204345297742305,2.458147861732328
humid,2.836192693107402,1.700445400509796
humid,150167.26916378533,1.712097909826834
humid,2.638590599148125,1.8069879377795224
humid,2.559659809563378,1.6620233699157705
humid,2.5448438906078583,1.6333147839000262
humid,2.158963698730581,1.5524489468565756
humid,2.1819225538382843,1.524987359767834
humid,1.975481540516584,1.509478081049062
humid,3.751837920214644,1.9599431161891685
humid,5.0118289572978565,2.185041036644072
humid,3.763461722830795,2.1596824040087426
humid,1.5244700033767755,1.644930148518717
humid,133977.7988160351,2.588232268728484
humid,3.3892001133363308,2.798096550856228
humid,2.0965185379363565,1.8687918034640632
humid,6.275269243947079,3.8763455715101114
humid,289188.8222625177,1.7389659630606464
humid,1.3871562789966048,1.417016654244939
humid,813532.0843414338,1.1873475184488176
semi_arid,1.56351930570712,1.4608010566446754
humid,1.0614322731575574,1.1409694091018905
semi_arid,1.719303964264363,1.4777813583886392
humid,1.2928787084205635,0.9033473375816764
semi_arid,1.0346839358615194,0.9035222466831778
semi_arid,1.1734106680744436,1.1437452936531536
humid,3.7831552381085007,2.7638740409919715
humid,1214385.0004264466,3.3559709477746367
humid,2.9584055594355303,2.5182276107363566
humid,639727.9145109897,3.041135620609226
humid,11.82837429692513,4.9073016687356255
humid,1.586140387268792,1.140417596260069
humid,4372112.797228812,2.4803695583352834
humid,2.187655443845489,1.2000117466777545
humid,1.3129038769485415,0.9157741693961444
humid,1.416542930523057,1.0187240596762288
humid,1.2026521504659744,0.9054404048567156
humid,1.3410326299335351,1.0646900655051488
humid,88.9809658334668,3.97007427145069
humid,21526.22780699986,2.892037679159126
humid,2.078759234192412,1.087554892459868
humid,1.4033926599865765,0.8770750157291727
humid,1.6113044447903997,1.0826596793843044
humid,2.2155581545962666,1.3030120693445906
humid,1.4604328694250075,0.990332934386852
humid,1.5395685173476392,1.0937358214037771
humid,2.366667900373622,0.8210583663420413
humid,1.9234380524388963,0.8029460520456092
humid,2.7554574408644035,2.8533563773598942
semi_arid,3.4558611917508464,3.28017978484814
semi_arid,7327.57921315341,2.9839855004214924
humid,219761.8400694983,3.940006695238154
semi_arid,228636.52050630105,4.447461678723918
humid,2.071297823911747,1.999682713716016
humid,17.38419505683044,5.684117264414683
humid,1.2497026736975745,1.7018839291879957
humid,2.47540196290565,2.3474525499549044
humid,6.687172182375034,3.977337367395776
semi_arid,1.2521344153889933,2.2045708274085904
semi_arid,2.44992445610535,1.89195466617444
humid,2.3146773888661207,1.9056324401341047
humid,2.5409358822271217,2.648197436225454
humid,7.320356941787949,3.580887706597304
semi_arid,3.7822894446570734,2.901314126822712
humid,3.361816335983141,2.469128765869625
humid,3.9593779586143354,2.629040654941755
humid,3.3001977296860487,2.248726329923772
semi_arid,3.2547159681572806,2.356511237615245
humid,9.157673111464115,4.937391675616719
semi_arid,587620.4484769928,4.210275845543503
humid,3.140514622960635,3.0212760529078877
semi_arid,2.579502693577252,2.7981326434329232
humid,655476.5995980621,4.535858820451348
humid,14.544440253254674,4.227427887772012
humid,7.145444863105691,3.9350793141794833
humid,1.7927444888777564,1.6676523577273998
humid,1.1108392035771135,1.1663718492509614
humid,1.8775687007236777,1.3916305260091244
semi_arid,3.1279937860936817,2.6317933546967547
humid,2.051282507357778,1.3591827652749544
humid,3124893.3540948103,2.030983205413296
humid,1711328.1506832114,1.9702557084053527
humid,1.66016081358189,1.15057281335226
humid,2.364837282509014,1.5490265500282043
humid,6.076607831804609,2.089536901791455
humid,1.3084596438479474,1.0824680376048192
humid,2.1770420825509977,1.3988123193496875
humid,2.6967817497199795,1.6670195460902393
